PK_CLIENTE,NOME_CLIENTE,EMAIL_CLIENTE,TIPO_CLIENTE,CPFCNPJ_CLIENTE,TS_INCLUSAO,DATA_NASCIMENTO_CLEINTE,ENDERECO_CLIENTE,CEP_CLIENTE,UF_CLIENTE
966,Júlia Correia,ycunha@example.net,PF,49276183582,2021-07-20T12:45:00.000Z,1943-10-28,"Favela Maria Eduarda Cunha, 821
Confisco
60654056 Nascimento da Serra / TO",42086678,TO
967,Clarice da Cruz,renan83@example.com,PF,65970831212,2021-04-26T10:43:00.000Z,1959-10-21,"Núcleo Gustavo Henrique Ribeiro, 77
Vila Santa Monica 1ª Seção
18511109 Rocha / AM",36458606,AM
968,Joaquim Monteiro,francisco59@example.org,PF,27316904887,2014-07-23T12:12:00.000Z,1992-11-08,"Conjunto Ana Sophia Nogueira, 1
Vila Santa Monica 1ª Seção
31465411 Ramos Paulista / AL",57317155,AL
969,Kaique Costela,wpereira@example.net,PF,27690831478,2020-07-01T13:12:00.000Z,1943-08-22,"Chácara Farias, 25
Vila Real 1ª Seção
55056622 Correia de Jesus / ES",68574148,ES
970,Ana Carolina da Mata,emilly95@example.net,PF,35920648198,2015-01-23T13:52:00.000Z,1947-11-22,"Lagoa Ana Beatriz Mendes, 2
Conjunto Santa Maria
62844-453 Gomes / DF",61530412,DF
971,Pietro Souza,mmelo@example.com,PF,38749152041,2013-05-17T16:56:00.000Z,1996-12-13,"Residencial Maria Alice Viana
Beira Linha
06937-229 Cavalcanti / TO",39269-688,TO
972,Miguel da Cunha,olivialopes@example.com,PF,71532084617,2021-11-03T14:00:00.000Z,1985-10-31,"Praia de da Luz, 7
Caiçara - Adelaide
86774491 Nascimento / PR",33590-107,PR
973,Lorenzo Barros,lunarodrigues@example.org,PF,61890524360,2020-11-14T14:25:00.000Z,1969-11-26,"Praia de Porto, 62
Atila De Paiva
36539-477 Azevedo Grande / SP",05860602,SP
974,Vicente Ferreira,maria-vitorianunes@example.org,PF,23509761812,2020-10-08T13:51:00.000Z,1996-01-31,"Residencial de Fernandes, 3
Vila São Rafael
91036883 Ferreira Alegre / ES",20496467,ES
975,Ana Vitória Freitas,emanuel82@example.org,PF,38625407900,2013-11-03T11:05:00.000Z,1971-02-06,"Loteamento de Rodrigues, 64
Conjunto Bonsucesso
95985130 Freitas / CE",64402-627,CE
976,Leonardo Ramos,das-nevesheitor@example.net,PF,32107894523,2015-04-16T13:56:00.000Z,1970-05-24,"Chácara Davi Lucas Almeida, 26
Jonas Veiga
87116-889 Rezende da Praia / AM",33717731,AM
977,Caio Barbosa,cardosomariana@example.com,PF,50763219886,2020-12-28T12:05:00.000Z,1954-08-16,"Passarela Pereira, 30
Vila Rica
46902053 da Mata / DF",31894340,DF
978,Guilherme Araújo,peixotocecilia@example.org,PF,34086792583,2020-12-22T10:47:00.000Z,1988-10-15,"Pátio de Moraes, 600
Barão Homem De Melo 1ª Seção
90979-978 da Mota de Jesus / RS",20017620,RS
979,Ana Laura Oliveira,lpereira@example.org,PF,60298154315,2022-12-15T13:37:00.000Z,1953-09-23,"Viaduto de Mendes, 660
Cachoeirinha
57169-101 da Luz / PB",92283-366,PB
980,Ana Luiza Monteiro,joana13@example.com,PF,60392851415,2019-05-26T15:38:00.000Z,1990-08-18,"Fazenda de da Luz, 27
Vila Madre Gertrudes 3ª Seção
95133-129 da Luz do Campo / MA",73383833,MA
981,Luiz Miguel Silva,barbaramendes@example.net,PF,97640385229,2022-09-09T13:34:00.000Z,1974-10-26,"Sítio de Silveira, 88
Milionario
12171-498 Rezende do Galho / RR",25164123,RR
982,Sarah Ramos,qazevedo@example.net,PF,81374092622,2017-04-16T13:22:00.000Z,1990-02-01,"Rodovia de Fernandes, 388
Nossa Senhora De Fátima
21264-981 Carvalho Verde / DF",79682657,DF
983,Bernardo Vieira,nascimentomilena@example.com,PF,45201869351,2021-03-17T14:57:00.000Z,1953-10-13,"Passarela da Mota, 98
Vila Madre Gertrudes 1ª Seção
10202-278 Santos do Sul / GO",46727598,GO
984,Alexia Lima,alana27@example.com,PF,32498175628,2013-11-28T14:58:00.000Z,2004-10-21,"Praia de Viana, 458
Vila Suzana Segunda Seção
81862-260 da Luz da Serra / MG",24242-042,MG
985,Kevin Viana,larada-mata@example.com,PF,62581907312,2021-05-22T13:34:00.000Z,1994-11-01,"Vila Marcelo Jesus, 63
São Pedro
67589717 Teixeira / MA",09913-345,MA
986,Lavínia Nogueira,ryansales@example.com,PF,86123579002,2019-07-11T10:25:00.000Z,1957-02-14,"Recanto de Mendes
Vila São Francisco
88191-081 Silveira do Oeste / TO",25029983,TO
987,Helena Cavalcanti,thalesribeiro@example.com,PF,96283051405,2017-02-08T14:26:00.000Z,2000-02-03,"Estação Ana Júlia das Neves, 52
Vila Mangueiras
15448-809 Pires dos Dourados / MG",26096821,MG
988,Sophie Nogueira,gabrielamelo@example.com,PF,57329186040,2021-05-16T13:56:00.000Z,1979-01-24,"Rodovia de Ribeiro, 6
Maria Virgínia
69439-022 Alves / DF",60827-057,DF
989,Pedro Henrique Cavalcanti,mirellamendes@example.org,PF,92647583137,2019-01-21T11:47:00.000Z,1993-11-08,"Vereda de Gomes, 44
Vila Bandeirantes
26002-421 Silva / SC",51945-621,SC
990,Lara Porto,gabriel51@example.net,PF,40276195361,2015-01-10T14:57:00.000Z,1986-04-11,"Distrito Anthony Fernandes, 36
Minaslandia
75254-373 Santos / CE",36148-027,CE
991,Fernando Rocha,vitor74@example.net,PF,79145203652,2016-08-01T12:36:00.000Z,1989-12-02,"Chácara de Nascimento, 19
Buritis
06591893 Ferreira / GO",47125-992,GO
992,Valentina da Conceição,camila22@example.com,PF,60432581960,2014-06-06T13:49:00.000Z,1948-08-16,"Avenida Carvalho, 50
Céu Azul
24988725 Novaes de da Rocha / SE",84278450,SE
993,Marcelo Castro,maria-julianogueira@example.org,PF,48956201749,2019-09-13T15:33:00.000Z,2001-04-19,"Sítio Daniel Barros, 10
Heliopolis
88617-966 Moreira Alegre / AL",92247-117,AL
994,Stephany Barros,pedro-lucas93@example.org,PF,07923456143,2015-10-27T14:57:00.000Z,1950-07-23,"Distrito Ramos, 253
São Benedito
65526-090 Santos da Prata / PE",29043497,PE
995,Luiz Fernando Dias,pcunha@example.net,PF,92041586389,2018-04-25T13:44:00.000Z,1974-04-30,"Ladeira de Moreira, 82
Jardim Atlântico
27617-762 Sales Verde / PB",50013962,PB
996,Alice Aragão,pedro-henrique82@example.com,PF,45987230683,2021-08-03T13:36:00.000Z,1952-04-09,"Lagoa de Silva, 61
Vila Jardim Montanhes
66803663 Pires do Campo / RR",23821831,RR
997,Rafaela Correia,vitor-hugosales@example.org,PF,30852149760,2020-10-27T15:06:00.000Z,1989-08-31,"Chácara de Barbosa, 29
Engenho Nogueira
03345703 Cunha do Oeste / SP",03927-555,SP
998,Davi Luiz Sales,leticia48@example.org,PF,12059347823,2013-04-08T14:55:00.000Z,1955-10-04,"Sítio de Moura, 33
Serra Verde
46695433 Nascimento do Sul / BA",71984749,BA
999,Pietro Rezende,maria-sophia23@example.com,PF,46892017304,2020-02-23T14:02:00.000Z,2002-08-26,"Residencial Diego das Neves, 21
Vila Santo Antônio Barroquinha
59431-126 Lopes / SC",84854560,SC
